ref_id,SATS_score,GCSE_grade,GCE_AS_grade,GCE_A_grade,GCE_A_Maths_grade
1004525,103,2,D,D,D
1003854,99,4,B,B,C
1009079,98,4,B,B,C
1008262,98,4,D,B,C
1006441,104,6,C,C,C
1000366,108,4,B,C,C
1003266,107,5,C,C,C
1006627,112,9,A,B,B
1008052,105,4,C,C,C
1007638,117,9,B,C,B
1005834,103,5,A,B,B
1002679,120,8,A,A,A
1008600,110,7,B,A*,B
1002234,98,4,D,B,C
1007442,96,4,B,C,C
1001016,109,4,C,A,B
1008990,103,7,A,B,B
1007830,111,7,B,B,B
1007369,109,5,B,A,B
1006542,104,4,C,B,C
1009052,98,5,C,D,C
1004571,93,4,D,B,C
1000478,101,7,B,A,B
1003428,112,9,A,B,B
1009144,107,7,B,B,B
1009345,95,4,C,B,C
1003269,106,8,A,A*,A
1004268,108,7,C,A,B
1004797,98,3,B,C,C
1004336,106,4,C,C,C
1003715,105,4,B,A,B
1003949,96,5,C,B,C
1006038,108,7,C,B,B
1000474,109,6,B,B,B
1001794,114,8,B,B,B
1000507,113,9,A,A,A
1000777,94,4,B,C,C
1008894,97,4,C,B,C
1005982,109,4,A,B,B
1006586,109,2,E,D,D
1008002,109,6,C,C,C
1008824,120,8,B,C,B
1006655,110,8,A,C,B
1005383,114,9,A,A*,A
1001422,113,8,B,A*,A
1007895,110,9,A,A*,A
1008909,102,4,B,C,C
1000164,111,9,B,C,B
1001655,99,5,D,C,C
1005317,103,5,B,B,B
1001400,101,4,B,C,C
1000135,106,6,A,A,B
1007479,120,7,A,B,B
1007443,90,5,B,B,C
1002083,110,7,B,D,C
1001283,92,3,C,C,C
1008843,101,6,C,C,C
1006963,114,7,B,B,B
1008397,106,6,A,B,B
1007787,96,5,B,D,C
1001502,99,3,D,D,D
1002436,110,6,A,B,B
1005493,99,4,D,B,C
1005169,107,6,B,B,B
1006270,105,5,A,B,B
1008563,100,7,A,B,B
1005638,120,8,A,A*,A
1007984,110,7,B,B,B
1001990,90,3,B,C,C
1003453,106,6,B,C,C
1008628,100,7,B,B,B
1001550,112,6,B,A*,B
1006659,99,4,C,D,C
1004242,104,6,A,C,B
1005447,109,4,B,C,C
1004991,112,6,A,A*,B
1008930,95,3,B,D,C
1000459,102,7,B,B,B
1008413,101,7,B,C,C
1002271,100,4,E,E,D
1002855,119,7,B,A,B
1002420,108,5,A,A,B
1009977,95,5,D,D,C
1000391,112,6,B,B,B
1006226,120,6,A,A,B
1005650,113,5,C,E,C
1004297,93,4,D,D,D
1003746,101,5,B,A,B
1003143,115,8,B,A,B
1002485,99,5,C,B,C
1008353,109,5,A,C,B
1009961,111,8,B,B,B
1001519,98,5,C,B,C
1004160,105,5,A,A,B
1004148,90,3,C,C,C
1004031,97,4,C,C,C
1005239,103,4,A,C,C
1000144,95,4,C,B,C
1002468,118,6,B,A*,B
1005964,94,5,D,B,C
1006399,101,4,C,B,C
1004311,106,6,B,A,B
1007490,117,8,A,B,B
1000869,94,4,C,D,C
1002972,114,9,B,A*,A
1005883,105,4,A,A,B
1006228,97,3,D,B,C
1003044,109,5,B,B,B
1002908,107,5,A,B,B
1001195,100,5,B,A,B
1007305,106,7,C,B,B
1005427,102,7,A,A,B
1007106,106,5,C,C,C
1003721,110,9,B,A,B
1007762,118,7,A,A,A
1001305,95,4,C,D,C
1006709,120,7,A,A,A
1004190,90,5,D,B,C
1009370,104,4,C,B,C
1001037,110,6,A,B,B
1004240,107,4,A,A,B
1004524,100,6,C,C,C
1009269,103,5,D,D,C
1001842,101,5,B,C,C
1004875,100,4,B,C,C
1009925,112,6,B,C,B
1006937,108,5,B,C,C
1009589,99,5,C,C,C
1005604,112,8,A,A,A
1008925,107,6,C,B,B
1004569,112,9,B,A*,A
1007719,110,6,A,C,B
1002602,98,4,A,B,B
1008772,101,4,A,A,B
1006259,111,6,B,A,B
1008951,110,6,B,A*,B
1006752,105,5,A,C,C
1000063,106,4,D,C,C
1003811,115,8,B,A*,A
1005469,100,5,B,A,B
1003831,109,6,B,C,B
1004199,103,7,B,A,B
1002876,103,4,C,C,C
1006451,114,9,A,B,B
1000326,112,7,A,B,B
1001476,112,8,A,C,B
1003090,115,8,A,B,B
1003961,105,6,C,C,C
1004624,110,9,A,B,B
1003722,103,5,B,C,C
1006824,108,7,A,C,B
1004821,104,7,A,B,B
1009212,106,7,B,A,B
1001643,110,9,A,C,B
1003335,98,4,C,C,C
1006468,120,9,A,A*,A
1001443,97,4,C,D,C
1009585,95,3,D,C,C
1007039,114,9,B,C,B
1003948,111,6,B,A,B
1007892,110,7,A,B,B
1009511,110,6,A,A*,B
1008503,105,4,A,A,B
1004286,98,4,D,D,C
1005117,106,5,A,A,B
1003580,100,7,A,A,B
1007096,113,8,A,B,B
1002731,104,5,A,A,B
1005855,98,4,C,B,C
1002123,102,7,C,B,B
1007373,108,4,C,D,C
1006435,100,4,A,B,B
1006882,98,5,B,B,B
1002776,107,6,C,B,B
1000424,107,7,B,B,B
1007779,101,5,B,C,C
1009582,101,6,A,B,B
1008638,107,6,A,A,B
1001241,93,4,C,D,C
1002358,94,4,D,C,C
1001310,99,5,D,D,C
1004975,103,4,B,C,C
1002901,107,7,B,C,B
1007404,117,7,A,A*,A
1008118,112,6,A,A,B
1008553,104,6,C,B,B
1008722,105,5,B,A,B
1002328,97,5,B,C,C
1000861,105,5,B,C,C
1005532,103,4,C,A,B
1004005,108,6,B,C,C
1007273,98,4,D,D,C
1004295,109,7,B,B,B
1005184,117,6,B,A*,B
1001987,104,6,B,B,B
1008242,108,7,B,B,B
1002038,111,6,B,B,B
1009611,102,7,C,C,C
1004879,107,7,C,C,C
1000606,105,7,C,B,B
1001623,106,5,A,B,B
1001332,99,3,B,D,C
1001208,105,4,B,C,C
1000943,109,5,C,A,B
1002079,117,6,A,C,B
1007178,113,7,A,B,B
1001791,120,8,A,A,A
1008348,99,7,B,A*,B
1004066,112,7,A,B,B
1005983,106,7,A,C,B
1003455,120,8,B,A*,A
1009236,99,4,D,D,C
1008922,98,4,C,B,C
1009291,100,4,C,C,C
1000800,90,4,C,D,C
1008520,101,5,A,C,C
1007703,99,4,D,D,C
1006085,106,7,B,A,B
1001029,108,6,A,A*,B
1001874,120,9,B,A*,A
1004170,113,9,A,B,B
1006784,100,5,B,C,C
1001477,98,5,B,D,C
1008022,109,6,D,B,B
1006423,94,5,D,C,C
1000409,120,9,B,A,A
1008150,114,7,A,A,B
1006132,101,7,B,A,B
1009965,91,4,D,D,D
1000481,116,9,A,B,B
1004222,104,7,C,C,C
1008781,115,9,A,B,B
1009644,92,3,B,D,C
1006467,100,5,B,A,B
1002974,105,4,B,C,C
1004095,105,7,B,A,B
1003720,101,4,C,A,B
1001589,110,7,A,C,B
1004576,96,5,D,D,C
1002300,104,7,B,B,B
1003618,106,5,D,D,C
1007371,109,5,A,C,B
1007456,111,8,B,A*,B
1005929,96,4,B,D,C
1008944,93,4,C,B,C
1006256,115,8,B,B,B
1001736,108,7,C,C,C
1001003,99,5,D,C,C
1000155,117,6,A,A*,A
1008377,106,6,C,B,B
1001518,114,9,B,A,A
1000088,106,6,A,C,B
1003640,120,7,A,C,B
1002538,119,8,A,B,B
1001384,103,6,B,A,B
1001570,113,6,A,C,B
1003788,110,7,A,A*,A
1007637,116,6,B,C,B
1003874,97,3,C,D,C
1002301,110,5,D,E,C
1005813,113,8,B,C,B
1001879,91,4,D,B,C
1004648,96,3,B,D,C
1004132,90,3,C,B,C
1009576,103,7,A,A,B
1009255,111,7,B,B,B
1009349,117,6,A,B,B
1000271,106,5,A,B,B
1006724,118,6,A,B,B
1004732,94,3,B,D,C
1000903,91,3,D,C,C
1001262,105,5,C,C,C
1003341,108,6,B,B,B
1009596,105,5,B,C,C
1006135,90,3,B,C,C
1002558,104,5,C,A,B
1002763,95,3,C,C,C
1006234,110,9,A,A*,A
1000273,108,6,C,B,B
1003791,97,4,B,C,C
1007158,101,5,C,A,B
1005225,97,5,B,D,C
1007488,104,6,B,A,B
1005896,113,7,B,A,B
1005379,97,3,B,B,C
1006342,109,4,B,A,B
1003006,101,6,B,C,C
1000919,99,5,D,C,C
1007537,104,5,C,B,C
1000820,97,4,B,D,C
1008221,101,6,C,A,B
1004364,95,4,D,D,D
1005970,120,6,B,A*,B
1009634,105,7,B,B,B
1006353,99,4,B,C,C
1003598,107,7,A,A,B
1007732,104,5,B,B,B
1003707,103,6,C,B,B
1001797,110,8,B,B,B
1008712,111,8,A,A*,A
1004978,101,6,C,A,B
1007744,100,5,C,B,C
1003042,103,6,C,C,C
1008452,90,3,U,U,E
1006640,93,3,C,C,C
1009057,116,9,B,A,A
1009329,118,9,B,B,B
1004034,103,7,A,C,B
1005716,110,9,B,A*,A
1008867,107,7,B,B,B
1002215,120,6,A,B,B
1001685,114,7,B,A*,B
1000498,104,5,A,B,B
1008314,97,4,B,B,C
1008151,92,3,D,B,C
1004899,107,5,C,A,B
1002474,99,5,C,B,C
1004476,94,3,C,B,C
1008165,100,7,A,B,B
1007690,96,4,C,D,C
1003165,118,6,B,A*,B
1007990,112,8,A,A*,A
1001524,105,6,A,B,B
1002427,117,6,B,A*,B
1007846,106,4,A,B,B
1008298,98,3,B,C,C
1008226,117,6,B,B,B
1003729,109,6,A,C,B
1002887,97,4,B,C,C
1000298,103,5,C,B,C
1001257,98,4,C,B,C
1006076,94,3,D,C,C
1008741,112,7,B,A*,B
1000278,120,6,A,A,B
1002733,94,3,B,C,C
1007568,110,8,A,A*,A
1007948,100,4,C,B,C
1004938,101,4,A,B,B
1007997,100,4,A,A,B
1002502,98,3,D,B,C
1007256,105,7,B,C,B
1000961,98,4,B,B,C
1009122,107,4,B,A,B
1004216,105,6,A,C,B
1003666,103,5,A,B,B
1007014,98,5,C,B,C
1004232,100,6,A,A,B
1008655,111,8,A,A,B
1000834,109,7,A,A,B
1003855,97,5,C,C,C
1001035,106,7,C,A,B
1009670,111,7,A,A*,A
1004517,92,4,C,C,C
1007661,109,5,C,B,B
1008929,100,4,C,A,B
1008720,110,8,B,B,B
1009975,99,5,C,C,C
1006802,91,5,B,D,C
1007658,92,3,C,C,C
1002624,105,6,A,C,B
1004807,107,6,B,A,B
1002568,98,3,C,D,C
1003642,110,9,A,C,B
1001751,92,2,U,D,D
1001447,104,6,C,A,B
1009603,95,3,B,D,C
1004698,100,6,B,B,B
1004226,105,6,C,A,B
1008995,98,3,B,B,C
1001798,102,5,C,C,C
1001712,113,9,B,A*,A
1006946,100,7,C,C,C
1006046,112,9,A,B,B
1005579,96,5,D,D,C
1008269,109,6,B,B,B
1002554,117,7,B,A,B
1001764,90,4,C,B,C
1005818,99,4,D,B,C
1002719,110,9,A,A*,A
1001625,103,7,A,C,B
1006014,108,6,B,A,B
1008682,100,5,C,C,C
1003469,106,6,C,C,C
1008726,104,6,B,A,B
1000884,114,8,A,B,B
1002180,107,7,B,B,B
1006219,108,7,A,B,B
1006913,102,4,B,C,C
1001900,101,5,C,C,C
1005819,102,7,C,C,C
1007296,108,7,C,B,B
1001247,102,7,A,A,B
1002973,107,6,A,A,B
1007196,120,6,A,C,B
1007603,112,9,A,B,B
1009172,102,5,B,A,B
1009085,115,9,A,B,B
1004509,102,6,C,C,C
1006554,90,3,D,C,C
1008256,97,5,B,D,C
1003234,90,5,C,D,C
1001158,102,5,B,B,B
1000946,105,5,B,C,C
1001506,118,7,B,A,B
1001866,108,5,B,A,B
1009538,103,4,B,A,B
1007957,112,8,A,C,B
1002356,90,3,C,B,C
1004964,107,5,C,A,B
1006665,111,9,A,A,A
1002003,93,3,D,D,D
1004248,114,7,B,B,B
1008277,108,5,B,B,B
1005865,102,6,A,B,B
1009114,110,5,D,E,C
1009024,120,8,B,A,A
1006666,106,6,A,C,B
1000053,107,7,C,A,B
1002932,101,6,B,A,B
1002808,98,5,C,B,C
1000703,112,8,B,B,B
1004319,98,3,B,C,C
1006696,106,7,A,B,B
1007195,101,6,B,C,C
1009527,109,4,C,A,B
1003480,108,5,A,A,B
1001901,113,9,A,A,A
1009039,101,5,B,C,C
1003060,103,7,C,C,C
1009899,97,4,D,C,C
1005665,101,7,A,C,B
1006486,108,7,B,B,B
1002813,111,7,A,C,B
1002533,98,3,D,C,C
1002559,112,8,A,A,A
1009169,116,6,A,B,B
1000007,108,4,B,A,B
1007392,120,8,B,B,B
1009510,99,4,B,C,C
1007938,95,5,D,B,C
1007953,91,3,D,D,D
1001100,117,8,A,A,A
1005731,110,7,A,A*,A
1003409,105,6,D,B,C
1004013,107,5,B,B,B
1004746,96,5,C,D,C
1007793,120,8,A,B,B
1007698,106,6,B,B,B
1004247,106,7,C,A,B
1005390,111,9,A,A,A
1009153,109,6,C,C,C
1007246,107,6,C,C,C
1007357,99,2,U,U,E
1002714,109,7,B,B,B
1004296,120,8,B,A*,A
1009330,116,9,A,C,B
1003137,118,9,B,C,B
1008752,101,4,C,B,C
1005164,97,4,B,D,C
1006194,104,6,A,B,B
1003030,105,4,C,A,B
1003983,114,6,A,A,B
1004578,91,7,A,A,B
1006505,117,9,A,B,B
1004112,104,5,B,A,B
1004310,102,4,C,A,B
1000253,97,3,D,B,C
1003307,92,3,D,B,C
1003864,112,6,A,A,B
1001687,106,7,C,C,C
1003912,95,4,B,B,C
1003936,95,3,C,C,C
1000477,102,5,B,B,B
1005753,118,7,B,C,B
1008838,103,4,B,A,B
1000572,93,5,C,D,C
1005262,103,5,A,B,B
1006791,103,4,C,A,B
1009135,90,4,C,B,C
1008650,105,5,A,B,B
1004097,103,4,A,B,B
1004429,111,7,A,A*,A
1007634,120,7,B,C,B
1006654,114,7,B,A*,B
1009551,103,5,C,C,C
1005199,96,5,A,A,B
1005602,120,9,B,B,B
1005790,105,6,B,A,B
1009889,105,7,B,A,B
1005260,105,4,A,C,C
1003563,107,4,B,C,C
1003820,104,4,B,A,B
1001761,100,7,A,C,B
1005820,101,7,A,C,B
1002903,105,6,A,A,B
1008328,101,4,B,A,B
1009242,99,5,B,D,C
1000581,106,5,C,A,B
1007800,103,4,A,A,B
1004758,117,6,B,A,B
1001401,90,4,D,D,D
1009499,114,8,B,C,B
1004531,115,6,A,C,B
1002029,90,5,C,C,C
1003008,102,7,A,A,B
1004441,102,6,C,A,B
1000450,94,3,C,B,C
1002867,99,5,D,D,C
1008972,96,3,C,C,C
1004640,119,8,A,A*,A
1004353,112,8,B,B,B
1009806,115,9,B,C,B
1007950,111,6,A,B,B
1005364,96,5,B,D,C
1006561,101,4,C,A,B
1004127,109,5,A,B,B
1004666,95,5,B,C,C
1008015,111,9,B,A,B
1008868,103,7,C,B,B
1007416,102,5,C,B,C
1006658,111,6,A,A*,B
1003550,109,5,B,B,B
1005202,102,4,C,B,C
1001001,114,8,B,A*,A
1007344,96,4,D,B,C
1006737,110,6,D,B,B
1008335,110,7,A,B,B
1008919,103,4,E,E,D
1007418,108,6,B,C,C
1007446,95,3,D,C,C
1009417,112,9,B,B,B
1008211,104,4,A,B,B
1005939,101,6,C,B,B
1009332,113,8,A,C,B
1005642,99,5,D,B,C
1003319,94,3,D,C,C
1002657,93,2,D,E,D
1001594,110,6,B,A*,B
1002820,95,5,C,B,C
1001539,119,7,B,A,B
1009319,90,4,D,C,C
1005445,119,9,A,A,A
1007203,107,7,A,C,B
1004930,104,7,A,B,B
1001931,101,3,D,C,C
1004614,108,7,C,A,B
1000754,105,5,B,C,C
1003599,114,8,A,A,A
1008847,106,7,A,C,B
1001746,106,7,C,B,B
1002961,102,4,A,C,C
1003833,105,6,B,A,B
1008578,107,4,C,B,C
1006776,91,3,C,C,C
1007949,94,3,B,C,C
1001742,111,8,A,C,B
1006587,106,7,A,A,B
1000400,104,6,A,C,B
1006686,105,4,A,C,C
1008572,108,7,C,B,B
1000128,101,4,A,C,C
1008258,99,3,D,D,D
1007859,107,5,A,A,B
1009738,97,3,D,C,C
1005071,108,7,C,B,B
1002255,91,5,B,C,C
1003702,113,8,B,C,B
1007497,109,5,A,A,B
1000192,107,5,B,A,B
1007946,113,9,A,C,B
1001160,118,8,A,B,B
1004307,113,7,B,C,B
1007119,90,3,B,C,C
1002762,95,5,B,C,C
1006075,100,6,C,A,B
1005466,105,5,A,C,C
1008395,109,6,A,A,B
1006366,99,5,C,D,C
1005359,106,4,C,A,B
1004230,99,3,C,B,C
1004811,100,6,C,A,B
1005620,94,5,D,C,C
1004962,98,4,D,C,C
1000579,94,4,C,B,C
1007167,97,5,B,C,C
1004300,113,8,A,B,B
1001964,97,3,C,B,C
1005812,120,6,C,B,B
1001159,109,4,C,A,B
1009742,106,5,C,C,C
1000936,98,5,C,D,C
1003198,111,8,A,A,B
1008801,100,5,A,C,C
1005423,106,6,B,A,B
1001780,120,8,B,A*,A
1006955,104,5,B,B,B
1007879,114,7,A,C,B
1003553,99,3,D,B,C
1008423,105,6,B,B,B
1000850,119,6,A,A,B
1005067,100,5,C,B,C
1001867,119,8,A,C,B
1002343,111,7,B,C,B
1005223,101,4,A,B,B
1001805,110,7,A,C,B
1001813,113,9,B,B,B
1008424,110,6,A,C,B
1004411,92,5,C,C,C
1009782,99,4,D,D,C
1007175,103,4,B,C,C
1003359,104,5,C,B,C
1002008,110,8,B,B,B
1002519,106,6,A,C,B
1004564,94,4,D,B,C
1000633,108,4,B,A,B
1000653,110,9,A,B,B
1005796,109,7,C,C,C
1009116,114,6,B,A,B
1003687,112,7,B,B,B
1005841,109,6,C,B,B
1008236,104,4,C,B,C
1008971,92,5,C,C,C
1007184,108,5,C,A,B
1004887,107,7,A,C,B
1003394,107,6,B,A,B
1003313,95,3,B,D,C
1006834,96,4,D,B,C
1002076,113,7,B,C,B
1009906,105,7,B,C,B
1008688,110,8,A,A*,A
1008403,105,4,A,A,B
1007468,105,5,B,C,C
1006343,113,9,A,A,A
1005077,101,6,B,B,B
1001812,106,5,B,C,C
1004154,101,4,C,C,C
1006464,102,5,C,C,C
1003685,103,7,C,B,B
1008375,107,6,B,A,B
1009307,101,6,C,C,C
1005919,115,6,A,B,B
1003525,98,4,D,C,C
1006900,104,7,B,A,B
1004405,101,7,B,A,B
1000433,117,6,A,A,B
1006977,107,5,A,A,B
1003931,113,7,B,A*,B
1009660,93,5,D,C,C
1000549,107,5,C,B,B
1009763,112,8,B,B,B
1000582,106,5,C,A,B
1003324,114,6,A,B,B
1008575,101,4,A,A,B
1006018,116,9,B,C,B
1004073,120,8,B,A*,A
1000048,102,6,A,B,B
1002243,101,4,C,A,B
1002654,117,6,B,A*,B
1001510,118,7,B,B,B
1009816,101,4,B,B,C
1000989,102,4,B,B,C
1008419,103,4,B,B,C
1008181,94,4,C,C,C
1005173,98,5,C,C,C
1004910,97,4,C,D,C
1007243,99,5,D,B,C
1000419,105,5,B,A,B
1002331,107,6,C,A,B
1006966,117,7,A,C,B
1000158,97,5,B,D,C
1000618,113,8,A,B,B
1004697,103,4,A,B,B
1005144,105,6,C,A,B
1008683,110,8,B,B,B
1002049,96,4,B,B,C
1008171,108,4,A,C,C
1009324,106,5,A,C,B
1001636,109,5,C,B,B
1001700,107,6,C,A,B
1006863,120,6,A,C,B
1008448,100,6,D,B,C
1007314,101,7,A,A,B
1001297,100,5,A,C,C
1004832,101,7,B,A,B
1003401,100,7,C,C,C
1009069,115,7,B,A*,B
1004924,116,8,B,A,B
1007222,100,7,A,B,B
1000551,98,3,C,C,C
1001704,109,5,A,A,B
1009408,101,7,A,A,B
1003352,110,9,B,A*,A
1006799,107,4,A,A,B
1003033,93,3,C,C,C
1005802,117,9,B,B,B
1001801,119,8,B,A,B
1001018,100,7,C,B,B
1007051,102,4,B,C,C
1009993,107,4,A,A,B
1005990,108,4,B,B,B
1009222,110,8,B,B,B
1001113,120,7,A,B,B
1002422,104,7,A,B,B
1009788,99,5,D,D,C
1001827,94,3,C,B,C
1006702,99,4,B,C,C
1006328,105,4,A,B,B
1009379,119,9,A,A*,A
1006404,101,5,A,A,B
1006243,107,7,C,A,B
1005888,105,4,C,C,C
1006995,115,9,B,C,B
1000372,120,9,A,A,A
1005129,101,6,A,C,B
1007294,101,6,A,B,B
1006585,113,8,A,B,B
1001078,110,7,A,A*,A
1002736,120,8,B,C,B
1004721,110,8,B,C,B
1005172,102,5,B,A,B
1006925,110,6,B,B,B
1006101,114,9,A,B,B
1009650,112,8,A,B,B
1001993,109,4,A,A,B
1009955,114,9,B,A*,A
1000701,114,9,A,A*,A
1000630,116,6,B,A*,B
1006528,110,8,A,B,B
1004433,104,4,A,B,B
1001681,106,6,B,C,C
1000576,115,9,A,A,A
1005098,98,5,C,D,C
1007765,108,4,A,A,B
1008842,102,7,B,B,B
1006408,105,5,C,C,C
1005446,115,8,A,A,A
1003716,107,7,A,B,B
1005330,105,7,C,A,B
1008278,94,5,B,B,C
1007778,111,8,B,C,B
1004180,110,8,B,A*,B
1003612,120,7,B,A*,A
1006280,103,5,C,C,C
1005860,107,7,A,C,B
1006928,107,4,A,B,B
1009710,118,8,B,A*,A
1002018,104,6,B,C,C
1003497,107,4,A,A,B
1002167,110,6,B,C,B
1000150,106,7,B,B,B
1009627,101,7,A,B,B
1001730,107,6,C,C,C
1002543,114,8,B,A*,A
1005995,97,5,B,B,C
1002737,106,5,A,A,B
1008871,99,5,C,D,C
1005480,115,7,A,A,B
1004981,93,4,D,D,D
1000434,101,6,C,B,B
1006176,108,5,C,A,B
1005544,118,8,A,C,B
1002257,104,5,B,B,B
1008160,101,6,C,C,C
1002241,120,9,A,A,A
1008225,93,4,C,B,C
1008312,90,3,B,D,C
1001055,109,4,C,B,C
1004843,101,5,A,A,B
1009231,97,4,B,C,C
1001328,111,7,A,C,B
1008066,107,4,B,C,C
1009353,100,5,C,A,B
1009745,95,5,C,C,C
1002330,112,6,A,C,B
1000753,110,9,A,B,B
1006941,104,7,A,A,B
1004827,120,8,A,C,B
1005146,96,3,D,U,D
1008219,93,3,B,B,C
1000833,99,4,C,B,C
1009192,105,5,C,B,C
1005621,107,7,B,A,B
1009662,103,5,A,A,B
1000876,108,6,C,B,B
1002549,95,4,C,B,C
1004493,117,6,A,A*,A
1001832,104,6,B,A,B
1005475,114,8,A,A*,A
1001258,108,6,A,C,B
1003699,109,6,C,B,B
1009042,110,7,C,E,C
1008738,109,6,B,A,B
1001014,110,8,B,A,B
1007005,116,6,A,A*,A
1002902,107,7,B,B,B
1007781,111,8,B,A,B
1006514,104,7,A,A,B
1006321,117,8,A,C,B
1004328,100,6,B,C,C
1005029,119,9,B,A*,A
1009773,105,4,A,B,B
1002314,94,4,C,D,C
1009457,106,5,A,A,B
1009448,100,6,C,C,C
1002921,112,7,B,A,B
1000105,100,6,A,C,C
1006875,101,6,B,C,C
1006193,90,5,B,D,C
1000180,101,2,D,E,D
1008011,90,5,C,B,C
1000773,92,5,B,D,C
1000964,111,6,B,A*,B
1007177,111,9,A,C,B
1002769,108,7,A,C,B
1003242,97,3,D,C,C
1000212,105,3,C,C,C
1004656,105,7,B,A,B
1009175,96,3,B,C,C
