reference_id,SATS,GCSE,GCE_AS,GCE_A
949949489,93,4,D,D
631013842,120,9,B,C
705549208,95,5,D,B
415273612,96,3,B,B
415494774,120,8,A,A*
542923012,120,7,A,A
275684387,96,4,B,C
130058431,102,5,C,A
671794914,108,6,C,A
428486440,119,8,A,B
101873279,97,3,B,B
913429551,103,5,B,C
148115776,111,7,A,B
124872997,108,7,C,B
366537842,102,5,A,B
773176135,104,5,A,A
804627641,94,4,B,C
433251896,103,4,B,A
535081829,103,4,C,C
458519916,107,7,C,C
864496099,101,6,B,B
683052803,109,6,B,C
927405521,113,8,B,A
417749235,106,5,B,B
441299328,108,7,B,A
106885219,105,4,C,B
733355147,105,7,B,A
136150584,99,3,C,B
641242726,108,9,A,A*
409578072,104,7,B,C
947417976,120,9,A,C
337835749,118,6,A,B
377798315,108,4,B,B
636295384,99,3,A,B
224177956,96,5,C,D
419918436,115,7,A,C
128897264,107,5,C,C
981435102,109,7,A,A
528443177,91,3,D,B
155793620,112,6,A,C
821906452,109,6,A,C
655973153,96,5,B,B
822403977,101,6,C,A
299839947,107,4,B,A
397164005,105,4,B,B
386979744,103,5,B,B
860549728,104,5,B,C
162191995,103,6,B,A
129216554,106,4,A,C
643333260,117,8,B,B
759612159,90,5,B,B
214524925,103,5,B,C
660310516,106,5,B,B
872471318,107,2,E,E
849649598,102,7,B,A*
216242333,91,5,C,D
762009666,108,4,C,C
263664782,119,7,A,A*
399740622,93,4,B,D
527017587,112,8,A,A
903116932,102,4,A,A
575282745,105,5,A,A
800010731,97,3,B,D
575829896,102,7,B,C
949258533,115,7,A,B
819604917,110,9,A,A*
618222268,119,6,B,C
632226578,114,8,A,A
115225162,109,5,A,B
920676502,119,7,B,A*
602763232,109,7,C,B
863883105,112,6,A,C
508134037,103,5,C,A
428920093,106,4,A,B
574303570,99,3,C,B
987038579,113,8,B,A
814515066,96,5,B,B
939996933,111,7,A,A*
753384658,103,7,C,B
235742822,114,7,A,A*
524353629,111,8,A,A*
118226456,120,6,B,A
608076355,111,6,B,B
103046339,92,5,C,D
627622727,104,5,C,C
504611520,96,3,B,C
573807132,101,6,C,A
805605156,117,9,A,A
159635974,110,8,B,A*
123179497,99,3,C,D
437996981,97,3,C,B
658501592,105,6,A,B
954528906,95,3,C,B
876558943,100,5,C,B
764432474,107,4,C,C
909564386,114,7,A,B
410717783,110,8,B,C
652214499,90,5,C,D
359543452,107,6,C,C
972009996,106,5,C,B
724221925,108,4,C,B
548207897,118,8,A,A
522034452,90,2,C,E
466193499,100,5,B,C
765665166,110,9,A,A
214154484,92,5,D,B
914784234,117,7,A,A
734774196,108,5,B,C
585890491,112,7,B,A*
181422358,100,7,C,C
112847337,112,7,A,A*
409842111,114,7,B,A
425809129,107,6,A,B
319571577,107,6,C,A
871527005,107,5,B,A
392421616,98,4,D,B
543101715,104,4,B,C
413863783,104,6,C,C
491664493,108,5,C,C
276149440,113,6,A,B
244166802,97,5,C,B
668061065,104,4,A,B
716559628,117,6,A,C
646975305,99,4,B,D
980776725,98,4,D,B
752587290,107,6,C,B
888391539,112,9,A,A
211408903,105,7,B,A
928011441,116,8,A,B
483365595,112,9,A,C
645130222,112,6,B,B
905710233,109,7,B,A
367337623,120,9,A,A*
192831314,103,4,B,B
965279035,90,4,B,B
869994849,118,9,A,B
135984436,101,4,C,A
851589724,106,7,A,A
577201925,115,7,B,C
851134029,92,5,C,B
363428996,95,3,B,B
703528080,92,5,C,D
886345507,99,3,C,C
618045449,109,5,C,A
389270434,109,7,A,B
128346372,107,6,C,B
625185692,94,5,D,B
955538265,90,5,B,B
244803090,105,7,C,C
501163881,101,6,A,B
119404778,109,6,A,C
381348687,111,8,B,B
387792245,106,5,A,B
640216659,111,6,A,A*
842306523,107,7,B,B
245245053,109,5,C,C
455436380,99,3,D,C
243439059,104,4,A,C
796525076,107,7,C,B
775684767,112,9,B,A
685766257,102,6,C,A
577694335,109,5,A,C
393379106,103,6,A,C
479931066,104,5,A,A
943449103,112,7,A,B
200747191,90,5,C,C
401336509,95,5,D,C
995824475,93,3,B,B
164523097,90,3,D,B
820294886,100,5,A,A
652487200,111,6,A,B
361092661,103,7,A,B
432350429,107,5,A,A
476197923,114,9,A,C
460608458,116,7,A,B
125305251,104,5,A,C
690721922,116,7,B,A*
334038608,106,4,A,B
746550734,98,4,D,C
671540764,100,6,C,B
108637436,93,5,C,C
354133863,98,5,D,D
632699661,102,5,C,B
385180180,111,9,A,B
274565754,119,8,A,C
555171878,94,4,B,C
933355621,108,6,C,A
310776739,97,3,C,D
569890460,109,6,C,A
181033714,104,6,B,C
341230229,90,3,D,C
131978139,112,8,A,C
844289368,100,5,C,C
157778655,101,5,C,C
791584517,96,5,B,B
420728142,100,4,B,C
104778606,108,5,B,A
751559603,103,4,A,C
493368622,108,6,C,A
842870919,108,4,A,C
504253635,116,7,A,B
284773618,102,4,C,A
893812669,93,4,B,B
932554083,114,7,A,C
272516883,102,4,A,B
511843555,114,7,A,B
311517615,108,6,B,B
151438933,104,4,A,B
100714352,108,7,A,C
620589955,120,8,A,C
538419604,120,7,A,C
177042576,106,4,B,C
384588724,106,6,B,C
956085962,114,9,B,C
732867912,98,3,C,B
335396739,108,4,C,C
756741098,105,4,A,A
760979513,108,5,A,A
888220575,98,5,C,B
928337266,92,5,D,D
738765045,90,3,B,C
329818878,96,5,B,D
846558746,101,4,A,C
562753901,103,6,A,B
613619145,120,9,A,B
938738000,114,7,A,B
398222904,97,3,B,B
244996537,108,5,B,A
906336542,102,6,A,C
269036990,103,7,C,A
723152672,106,7,B,C
892556174,110,6,B,A
642368804,102,4,B,A
990834677,114,8,A,B
118308260,96,5,C,C
305522779,105,6,B,A
848728611,120,9,A,B
197296878,107,7,C,C
999203286,116,9,A,A*
328084935,106,5,B,A
562524659,110,6,A,A*
712959265,105,6,C,B
901718096,104,6,B,C
716190721,99,4,D,B
106527671,108,7,B,A
188372745,98,4,A,C
610680081,110,7,B,C
510555362,114,8,A,C
211344608,108,5,A,B
866318444,103,5,C,B
285832943,109,6,A,A
847472457,103,7,A,B
773705918,112,8,B,A
250264134,90,4,D,C
176892019,102,5,B,B
761513916,90,4,D,D
832406503,93,5,D,C
424945944,116,8,A,C
746958739,112,9,A,B
366588993,99,5,D,B
290151988,93,5,C,C
631279054,90,4,C,C
836766845,101,6,A,C
531691361,120,7,A,A
318541995,108,6,C,C
202490812,101,7,B,A
360260138,109,5,B,C
531022397,93,3,B,B
158743878,103,5,A,B
589778970,106,4,C,A
439264353,104,6,B,A
634454108,111,6,B,A*
670419767,108,4,C,B
666895556,110,8,B,C
193801445,99,3,B,D
533743980,112,6,B,A*
442717947,118,9,C,C
716850961,97,2,C,B
393198495,98,4,B,C
287791468,116,9,B,B
544361998,103,6,B,A
108406640,116,9,A,A
744569282,101,4,A,A
316694831,117,7,B,C
857462383,106,7,A,C
603486905,107,6,A,C
704089956,118,8,A,A
200273107,102,5,A,A
123985026,97,3,C,C
198589515,101,5,A,A
805913862,109,5,B,A
288453254,92,4,D,C
789824894,110,6,B,C
464971768,101,6,C,C
414966982,114,6,A,B
643662593,90,5,B,B
869322599,99,5,B,B
632381457,92,3,D,D
479261248,98,5,B,D
219364367,107,6,C,A
711965729,104,7,C,A
640894586,103,4,B,C
486318214,104,5,B,B
711030131,107,6,C,A
952875765,97,5,C,C
248096579,111,9,B,A
222964025,110,8,A,A*
231808327,108,4,A,A
562243188,109,5,A,C
930289414,107,4,A,A
530984844,120,6,B,A*
774430345,104,7,B,B
966598308,103,5,A,B
608468623,99,5,B,D
376476736,97,3,D,B
190336504,95,3,B,B
620038291,98,3,C,D
260218774,104,4,C,B
785524193,108,4,C,A
956920855,105,4,C,C
339793421,99,5,C,B
406044178,112,7,B,A*
760462814,111,8,B,C
395673068,104,6,C,B
118840435,100,6,B,C
381202606,109,5,B,A
637207056,107,7,B,C
254628742,93,4,B,B
687646926,104,4,C,A
944390076,107,5,C,C
251431359,98,5,C,C
156455357,107,4,A,A
148666249,93,3,C,C
406978322,116,9,A,B
557972511,115,6,C,B
262704551,103,7,C,C
984678673,108,6,B,B
800309587,90,4,D,C
949694584,96,5,C,B
396896832,103,4,A,B
487310256,96,4,B,C
124621831,111,9,B,A*
238453589,120,7,A,C
743225904,96,3,C,D
577047518,98,3,B,C
195647940,107,4,B,C
418940617,118,7,B,A
917913667,95,4,D,B
674655924,107,4,B,B
157511876,120,6,A,A*
925048445,92,5,D,B
738822809,95,3,B,B
439686295,102,7,B,A
866496290,101,7,B,A
354536249,112,6,A,B
144172201,107,5,A,C
720015917,91,4,B,C
229320603,109,6,C,C
874251462,100,7,B,B
183787801,115,9,A,B
638193867,100,7,B,B
238625550,100,5,A,C
538924164,109,4,B,A
251892613,111,9,B,A
755843014,109,6,A,C
894307731,92,3,D,D
547677122,109,5,B,A
441327066,97,3,C,C
227116154,107,4,C,A
895175528,94,5,C,B
276801555,109,7,A,A
146014032,99,4,B,B
560751953,95,4,D,B
136546486,111,9,B,A
340997334,107,5,A,A
678152411,100,5,B,B
157178974,117,8,A,E
938961146,101,7,A,C
429678884,105,5,B,A
871047347,107,5,C,C
844990807,100,7,C,C
927966540,109,7,B,C
455830897,101,6,C,A
966448449,102,6,C,B
791764045,116,6,B,A
177794518,97,3,D,B
843263212,90,3,B,D
702041113,118,8,A,C
993991435,120,8,A,B
963301308,102,6,C,C
555319443,90,5,C,B
943192386,103,3,C,C
853563530,103,6,B,B
109718820,103,5,B,B
277283462,96,3,D,B
133984078,110,6,B,B
865594999,109,4,A,C
999592501,93,3,B,B
724671922,111,9,A,A*
520411659,120,9,B,B
378347412,106,5,B,B
527805940,102,7,C,A
485012419,104,6,C,C
390853211,110,7,B,B
330202377,91,3,C,D
933556219,106,4,C,C
871430195,102,4,C,A
933577514,120,6,B,C
636184072,104,7,A,A
244226755,118,9,A,A
533712617,96,3,D,D
449157992,110,9,A,B
968348450,108,6,C,C
888942872,98,5,B,C
469353212,106,5,B,A
206889105,115,9,B,A*
149691123,102,5,C,A
845968989,91,3,C,B
840214800,105,6,B,B
288936567,98,3,B,B
575793998,102,4,C,B
963492931,104,5,A,C
193820824,91,3,D,B
623433701,92,5,D,C
992023756,109,7,B,C
544182761,101,5,C,A
243133919,90,5,B,B
878980386,111,7,A,A*
707284438,107,7,A,C
288297858,99,5,C,C
442844174,94,4,C,D
798153146,112,8,A,A*
692058057,108,6,B,C
804524410,120,8,B,A
883231204,108,6,B,B
630507624,108,6,A,E
107842272,104,4,A,B
155254891,112,6,A,B
736841935,110,6,A,C
337387980,115,8,A,C
373218814,101,6,D,A*
682684922,102,7,C,A
283978552,101,6,A,C
854542231,111,6,A,C
378099792,117,7,B,A*
357942724,101,6,C,B
493802960,102,5,A,A
755509303,108,4,A,C
184179565,103,5,A,C
566192357,113,9,A,A*
909045294,90,3,C,D
229946170,98,5,C,B
339777677,99,5,B,D
921649270,90,3,B,D
402360145,97,3,B,C
214267896,98,4,C,B
183277274,103,6,C,C
860323416,114,9,A,C
201944454,103,7,C,B
215771825,97,7,U,B
753766429,105,7,A,B
618633346,113,5,A,C
729223724,97,3,D,B
205875666,98,5,D,B
638713413,109,7,A,B
272018063,103,5,A,C
254796377,110,8,B,A
968340810,105,4,C,A
704839992,111,9,A,A
391600706,97,5,C,D
858044570,105,5,B,C
946147096,103,5,B,B
256097353,95,4,B,C
591399055,92,4,D,C
646592399,110,6,A,A*
168301907,102,6,C,C
597423098,97,5,C,B
108064704,104,5,B,C
123169361,114,9,A,A
612121062,90,5,B,A*
608878818,93,2,D,C
394774167,98,5,B,C
468538435,117,9,B,B
243383447,107,6,C,C
224920284,111,8,A,A
523808514,96,5,D,C
103548239,96,5,B,B
123491402,109,7,B,C
179501278,105,4,C,B
355256851,109,7,A,A
389984837,103,7,A,B
822773763,107,6,A,B
493005558,106,7,A,A
667147073,111,8,B,C
102183771,111,6,B,B
695323879,92,4,C,D
796674144,90,3,B,D
696712781,113,6,B,C
912740166,115,5,D,B
972074469,97,5,B,C
368465539,90,4,B,D
160448725,106,4,A,A
650131315,112,9,A,A
761081017,119,6,B,A
339714322,109,7,B,C
840294803,102,7,A,C
912762835,98,4,D,B
877132998,105,7,C,C
704918763,103,6,A,C
551787961,97,5,B,C
130118533,120,8,A,A*
584526009,119,7,B,A
701953810,114,9,A,A
706743728,98,4,D,D
593388231,112,7,B,C
590934102,110,8,A,D
535235507,109,5,B,B
215421855,115,6,A,A*
635958890,110,6,A,C
897864820,111,8,B,B
900962638,110,7,A,A*
448192433,108,7,A,A*
492142587,91,5,A,C
563471895,106,6,A,B
452695267,101,4,A,B
771477340,95,4,B,B
378976443,118,8,A,B
647378438,119,7,B,B
391089725,116,8,A,B
176525989,107,5,B,C
651790343,116,9,A,A
667207091,105,7,B,C
990129339,107,4,C,A
768565614,96,5,D,B
703295813,108,4,A,C
793375120,105,5,B,C
753822824,95,3,D,B
145176969,105,7,C,A
813604574,104,7,B,C
465335518,119,8,A,A*
907751901,112,8,B,C
910705949,105,4,C,A
811158289,107,7,B,C
310576800,105,6,A,B
691771123,103,7,B,A
262106255,96,5,D,C
481555237,104,4,A,A
630525984,99,5,D,D
869111026,95,3,D,B
605414896,109,5,B,B
381522845,108,5,A,A
264546951,91,5,C,B
463315823,104,7,B,C
788971659,113,8,A,B
596606793,113,6,B,A*
771686807,113,8,A,A
426842659,105,5,C,B
635498777,98,4,C,B
552865620,96,5,C,B
962192944,108,6,C,C
487662885,108,4,C,C
438651012,115,8,B,A
670433955,114,9,B,C
294148670,104,7,A,A
211509292,95,4,B,B
261913063,102,6,C,A
107030093,107,6,B,A
703160225,103,7,A,D
197802925,100,7,A,B
882362494,107,4,C,B
608170495,101,4,C,A
922558320,100,5,B,B
304477566,107,7,C,C
974994917,102,7,B,A
922426725,107,6,C,B
379445239,107,7,E,E
141290141,96,3,B,C
274828913,101,7,B,C
469517426,117,7,B,A
759809528,96,5,D,C
703105702,90,4,B,C
163485309,90,4,B,B
925661347,105,4,A,A
388075149,105,4,C,A
115078787,104,6,A,B
744465199,115,8,B,A*
262488181,90,3,B,B
199637678,108,4,C,B
655893302,117,8,A,A*
340687563,96,3,C,D
867553193,102,4,B,B
577665335,99,4,D,B
643523434,98,4,B,B
298644744,102,5,B,A
702588516,116,9,B,A*
967723247,120,7,B,C
216638294,102,6,C,B
492136604,120,9,A,A
556209492,105,6,C,A
564242954,119,7,A,B
216975859,104,6,C,B
915318638,106,5,A,B
838980575,108,5,A,A
485506352,120,8,A,C
474754405,112,7,A,A
537373522,99,5,D,C
486870195,113,9,A,A*
110465377,102,5,A,A
740543777,101,7,A,A
615612913,112,8,B,A
996640821,105,7,C,C
139749912,107,7,C,B
698938307,105,5,B,C
497321665,108,4,A,B
343088187,108,6,A,B
505754827,90,3,B,C
294700048,110,8,A,C
334670199,97,5,D,B
952796604,93,5,B,D
975433488,105,4,A,C
855794813,106,5,C,A
273013424,99,5,B,C
138961036,112,8,B,A
239627727,94,3,B,D
571033674,102,7,A,B
850956169,100,6,A,C
452902596,105,8,D,A
562567575,107,5,C,A
492716610,97,5,C,C
555118281,111,9,B,A
627020393,106,6,A,B
163853732,90,3,C,B
116081347,90,4,B,D
983118885,105,7,B,A
168496109,103,7,B,B
426523954,104,6,B,B
210624739,105,6,A,C
192347583,107,6,B,C
980358605,113,7,A,C
571659977,96,4,C,B
318931391,96,5,B,C
272137860,96,4,B,C
371297612,107,7,C,A
346903053,115,6,B,A
660745667,102,6,B,A
737626112,90,5,C,C
198122064,91,4,C,B
530448757,98,4,B,B
241833586,101,6,C,C
334298148,102,4,B,B
255510540,105,5,B,B
433355677,103,6,B,B
701618299,113,6,B,C
454207013,100,4,A,A
686615959,98,4,B,C
337988960,109,7,C,B
682447829,93,3,B,D
504840522,108,5,A,B
335146014,106,7,C,A
867983880,104,7,C,C
250247106,118,8,B,C
697040975,100,6,C,B
527381640,120,7,B,A
317228639,103,7,B,B
213748593,95,5,C,D
970909550,106,5,B,B
574191985,96,4,C,C
990386268,99,5,D,B
484813049,108,6,A,B
509711559,109,4,B,C
698833108,100,4,C,B
225412114,113,6,B,A
602220782,114,6,B,A
727829271,116,9,B,A
829866181,109,7,B,A
744455733,116,7,B,B
929741935,90,4,C,D
944645999,102,4,B,B
850331218,98,5,B,C
608539655,106,6,C,A
564572242,100,4,B,C
434924563,104,5,B,B
546777934,120,9,A,C
965229570,104,6,B,B
880526522,108,6,A,A
567451434,103,4,C,C
534933141,106,6,A,C
714691605,105,5,B,B
220904160,109,6,B,C
462558828,114,9,D,A
401156966,118,9,A,A*
562092859,107,4,B,C
389483685,110,7,A,B
643918134,96,5,D,D
227556605,104,6,A,A*
570155150,113,9,A,A*
296003517,112,7,A,B
960882755,107,6,B,C
360881425,112,7,B,A
848471267,109,7,C,B
523347942,115,9,B,B
675421109,107,3,B,A*
241666109,102,4,A,C
870946249,108,6,C,C
898917521,90,5,C,D
653743546,108,6,C,A
967816827,90,5,C,B
344173917,91,5,B,C
313139889,109,6,A,C
950771398,109,5,A,B
935122709,96,5,B,D
291366488,99,4,B,B
272224469,116,9,A,A
567662861,101,6,A,A
561291445,120,9,B,C
844289317,105,7,B,D
466782868,108,4,A,A
466494364,118,7,A,A
775885598,106,4,A,C
654008084,97,3,B,C
626889344,104,6,C,C
171962858,105,7,A,A
630388826,94,4,C,D
979065454,103,5,A,B
514380991,99,4,D,C
108273479,112,9,B,B
179295443,105,4,B,A
548441780,103,6,A,C
299379638,104,6,C,B
473454397,107,5,B,A
228715857,110,6,A,C
486749967,97,5,B,B
289466505,97,7,B,A*
123316004,114,9,A,A*
362947461,102,4,A,B
781477112,94,3,D,B
531036273,109,2,E,C
309311889,109,6,C,C
295652094,93,3,C,D
643424012,107,5,B,C
580686429,111,9,B,C
164114231,108,7,C,A
454447887,110,9,A,A*
468536427,94,2,A,A
644933639,108,5,A,A
615280796,103,4,C,A
764087492,101,5,A,A
109492116,112,9,B,A
948077975,117,8,A,C
297169406,119,7,B,B
366000547,116,8,A,A*
356456874,104,7,C,C
930580466,108,5,C,B
626041318,111,8,B,A
266420210,106,6,A,B
252426657,106,4,B,C
293420039,112,6,B,C
567107863,105,6,C,B
982216597,99,4,D,C
789675242,102,7,C,B
482060473,110,7,B,A*
598716283,105,4,C,C
728751932,108,4,B,A
675828936,110,6,B,A*
762560807,102,7,A,A
572407063,111,6,B,A
895122928,108,4,B,C
811617672,95,4,B,C
667309082,117,9,B,A
640947754,101,7,C,B
966931243,92,4,C,D
990522066,97,5,C,D
435746677,97,5,B,D
784419264,105,5,C,C
595167796,103,7,C,C
314844392,102,7,B,A
870837864,110,6,A,C
985094350,108,6,C,B
867435780,108,6,C,C
480187152,108,6,B,A
591205343,110,9,A,B
238570057,90,5,D,C
723874531,102,4,C,B
304484880,90,3,B,D
824461542,105,6,A,B
797808601,105,7,B,B
121693363,113,6,B,C
208126612,115,8,A,B
253056738,107,7,A,B
792271491,101,4,C,B
132945399,109,7,C,C
341289518,101,6,A,A
868786645,105,5,C,A
892482831,113,7,A,B
241982166,101,7,C,A
471149545,111,8,B,B
529158983,110,7,A,A*
325609074,97,4,D,C
920211385,113,9,B,C
142101147,111,8,A,A*
451619485,106,4,B,A
254905217,99,7,B,B
510194983,98,4,C,B
455067287,101,6,A,A
202937205,109,6,B,A
830303087,97,3,D,D
385356153,109,6,A,E
806044595,95,3,C,B
183665603,103,5,C,C
135605302,106,6,B,A
917660485,120,7,B,B
818866738,94,4,D,D
869016119,117,9,A,A
511382781,106,4,C,A
539677220,108,6,B,C
380539557,106,7,B,B
441440850,109,5,C,C
377044682,104,7,A,C
201035769,117,7,B,A
527744668,101,5,B,C
660688627,114,8,A,A*
968401163,100,5,B,A
785213522,105,6,A,B
527179179,96,5,B,B
993667316,109,7,C,A
205812846,117,8,B,C
323396043,104,6,C,A
877215267,103,4,C,C
783921703,96,5,D,D
332605985,103,6,B,B
121403704,92,4,D,D
388633030,98,3,C,B
752789723,107,7,C,B
653406066,116,9,B,A
768459607,120,7,A,A*
489034994,100,7,A,A
687939119,116,8,A,A*
685720796,107,5,C,C
449492845,104,6,A,A
662740744,108,7,A,A
509894248,105,7,C,B
799789516,106,4,C,C
404833329,102,5,C,C
611232120,94,3,C,D
643666633,93,5,C,D
814520926,110,9,A,A
435736579,103,4,A,B
325714555,100,5,A,B
458805501,105,7,B,B
746615941,111,6,A,A
983815867,106,5,B,C
482978874,100,6,A,B
450946372,115,7,A,A*
734201002,118,9,A,A*
592818967,109,6,A,C
795190307,113,9,B,B
824732918,115,9,A,D
675419847,114,8,B,A*
495476073,110,8,B,A
953796832,110,9,B,A*
243533121,109,7,B,C
508300232,96,5,B,C
178501196,111,8,A,A*
124523452,94,3,D,C
106420210,99,5,D,C
595768346,115,7,A,A
238422912,112,9,A,A
517344484,117,8,A,A*
429496728,103,4,A,A
127394200,96,3,D,B
762726389,103,4,A,C
471354322,106,4,C,C
766066288,106,7,A,B
297205316,114,6,A,B
210926789,102,4,B,B
483202499,108,5,C,C
244726691,97,5,B,D
198678803,109,5,C,C
492354543,105,4,C,B
241863100,99,5,B,D
910483402,103,5,B,A
287245832,104,5,A,A
249240768,103,5,A,A
136347975,119,6,B,C
463785341,104,5,B,B
941136336,103,7,A,C
559289251,90,3,C,C
205554074,98,4,D,B
935760050,103,5,A,C
279517884,100,5,B,B
515299496,116,8,B,A*
817706332,104,5,B,A
568238036,115,9,A,A*
926694056,105,6,A,C
849669241,105,7,A,C
273092972,104,5,A,C
525789467,105,7,C,B
986844046,119,9,B,C
237233660,90,3,B,D
540454951,90,3,D,C
262992146,101,4,A,C
997811703,105,6,C,C
133358355,111,7,B,C
478544623,109,5,B,A
777461104,102,7,A,B
888293130,113,7,B,B
878104996,113,8,B,C
709527593,106,4,B,A
942238591,113,6,A,A
100254305,107,5,B,B
506971816,101,5,C,B
803027662,111,6,A,B
